url,wine_points,wine_name,wine_desc,taster,price,designation,variety,appellation,winery,alcohol,bottle size,category,importer,date published,user avg rating
https://www.winemag.com/buying-guide/terrenal-2013-estate-bottled-malbec-mendoza/,80.0,Terrenal 2013 Estate Bottled Malbec (Mendoza),"Candied plum and red berry aromas smell like red licorice. Flavors are raisiny, with sourness and astringency.",Michael Schachner,5.0,Estate Bottled,Malbec,"Mendoza, Mendoza Province, Argentina",Terrenal,13%,750 ml,Red,D'Aquino Italian Importing Co. Inc,10/1/2014,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/acrobat-2009-pinot-grigio-gris-gris-other/,89.0,Acrobat 2009 Pinot Gris (Oregon),"Even better than the excellent 2008 Acrobat, this ups the alcohol to about 13% and gives the impression of dryness, though there might be a trace of residual sugar. In any event, it's loaded with pretty pear fruit flavor, lightly dusted with cinnamon spice, and fills the mouth with its body and gentle hint of spritz. A fine summer sipper.",Paul Gregutt,12.0,,Pinot Gris,"Oregon, Oregon Other, Oregon, US",Acrobat,,750 ml,White,,10/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/bourassa-2003-rhapsody3-shiraz-syrah-syrah-napa-valley/,86.0,Bourassa Vineyards 2003 Rhapsody3 Syrah (Napa Valley),"Rich and packed with superripe fruit: blackberries, raspberries and plums all make appearances. Add on layers of coffee, caramel and toast notes from new oak and the result is a flashy, hedonistic wine that just lacks the complexity and structure to take it to the next level.",,32.0,Rhapsody3,Syrah,"Napa Valley, Napa, California, US",Bourassa Vineyards,13.5%,750ML,Red,,9/1/2005,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/andes-plateau-2015-cota-500-cabernet-sauvignon-maipo-valley/,86.0,Andes Plateau 2015 Cota 500 Cabernet Sauvignon (Maipo Valley),"Rooty, malty berry aromas could use some polishing. This wine is aggressive and edgy on the palate. Chocolaty berry flavors are toasty and warm, and finish with heat and sizzle.",Michael Schachner,25.0,Cota 500,Cabernet Sauvignon,"Maipo Valley, Chile",Andes Plateau,13.6%,750 ml,Red,Pacific Rim Wine Logistics,10/1/2018,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/korbel-nv-blanc-de-noirs-sparkling-california-180049/,85.0,Korbel NV Blanc de Noirs Sparkling (California),"A little sweet, a little scoury, but at this price,a good bargain. It's a refreshingly clean, crisp bubbly with raspberry, lime and sourdough flavors. The blend is Pinot Noir, Gamay, Sangiovese and Zinfandel.",,14.0,Blanc de Noirs,"Sparkling Blend, Sparkling","California, California Other, California, US",Korbel,12%,750 ml,Sparkling,,12/1/2013,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/benessere-2013-collins-holystone-vineyard-old-vine-zinfandel-st-helena/,90.0,Benessere 2013 Collins Holystone Vineyard Old Vine Zinfandel (St. Helena),"From vines more than 90-years-old, this is a refreshingly restrained and elegant wine, earthy in grilled mushroom and cherry-berry juiciness, braced in firm acidity. Cocoa and nutmeg provide compelling seasonings that linger on the finish.",Virginie Boone,35.0,Collins Holystone Vineyard Old Vine,Zinfandel,"St. Helena, Napa, California, US",Benessere,14.1%,750 ml,Red,,8/1/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/barefoot-nv-malbec-california/,86.0,Barefoot NV Malbec (California),"This wine has a deep well of black fruit flavors and a smooth, slightly tannic texture. Blackberry, cherry and a touch of black pepper flood the palate. This is softly balanced and easy to enjoy.",Jim Gordon,7.0,,Malbec,"California, California Other, California, US",Barefoot,13.5%,750 ml,Red,,8/1/2018,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/yellow-tail-nv-bubbles-sparkling-australia/,85.0,Yellow Tail NV Bubbles Sparkling (Australia),"A rather basic, fruity sparkler, this exhibits a ripe apple note, a creamy texture and some residual sugar.",Christina Pickard,10.0,Bubbles,"Sparkling Blend, Sparkling","Australia, Australia Other, Australia",Yellow Tail,11.5%,750 ml,Sparkling,Deutsch Family Wine and Spirits,12/1/2018,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/dark-star-2001-anderson-road-red-blend-cabernet-sauvignon-syrah-central-coast-paso-robles/,86.0,Dark Star 2001 Anderson Road Cabernet Sauvignon-Syrah (Paso Robles),"Nice and fruity in cherries, plums and blackberries, and with drier, more complex notes of roasted coffeebean and Asian spices. Overall, this is a dry, layered wine, with a fair amount of gritty tannins.",,15.0,Anderson Road,"Cabernet Sauvignon-Syrah, Red Blends","Paso Robles, Central Coast, California, US",Dark Star,,750ML,Red,,6/1/2005,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/delmas-2015-sjr-vineyard-syrah-walla-walla-valley-wa/,93.0,Delmas 2015 SJR Vineyard Syrah (Walla Walla Valley (WA)),"Out of the gate, this is a bit brooding for a wine from the Rocks District, with dried orange peel, crushed gravel, blue fruit and flower aromas, revealing smoked meat notes over time. The flavors lean savory, suggesting tapenade and ember, followed by softly textured blueberry fruit. Long on the finish, it's all about elegance and sophistication.",Sean P. Sullivan,,SJR Vineyard,Syrah,"Walla Walla Valley (WA), Columbia Valley, Washington, US",Delmas,14.5%,750 ml,Red,,11/1/2017,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/quinta-dos-roques-2000-tinta-roriz-dao-36747/,86.0,Quinta dos Roques 2000 Tinta Roriz (Dão),"An earthy, soft, ripe wine which has good flavors of herbs and soft crushed fruits. This is an early drinking wine, ready in 2-3 years. Great for barbecues.",Roger Voss,29.0,,"Tinta Roriz, Tempranillo","Dão, Portugal",Quinta dos Roques,,750ML,Red,Wineworth LLC,11/1/2004,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/wild-horse-2012-pinot-noir-central-coast/,87.0,Wild Horse 2012 Pinot Noir (Central Coast),"For twenty bucks, you get a a cool-climate Pinot that's eminently drinkable. It's bone dry, crisp in acidity and delicately structured, with cola, raspberry and persimmon flavors. It won't age, but is a fine example of Central Coast Pinot Noir. With production of 140,000 cases, it's easy to find.",,20.0,,Pinot Noir,"Central Coast, Central Coast, California, US",Wild Horse,13.5%,750 ml,Red,,7/1/2014,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/bedell-2016-viognier-north-fork-of-long-island/,85.0,Bedell 2016 Viognier (North Fork of Long Island),"Quiet tones of white flowers and citrus carry the nose and palate. This is a simple, straightforward white that would appeal to those looking for a light, crisp refresher.",Alexander Peartree,30.0,,Viognier,"North Fork of Long Island, Long Island, New York, US",Bedell,11.3%,750 ml,White,,12/1/2018,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/concha-toro-2008-amelia-limited-release-chardonnay-casablanca-valley/,88.0,Concha y Toro 2008 Amelia Limited Release Chardonnay (Casablanca Valley),"Always one of Chile's more oaky Chards, Amelia offers popcorn, toast, minerality and peach/apricot aromas. The palate is both delicate and high in acidity, with punchy flavors of apricot, peach and orange. Finishes pithy but lively, with forwardness and plenty of verve.",Michael Schachner,35.0,Amelia Limited Release,Chardonnay,"Casablanca Valley, Chile",Concha y Toro,14%,750 ml,White,Banfi Vintners,12/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/caves-dom-teodosio-2005-lagosta-white-vinho-verde/,85.0,Caves Dom Teodosio 2005 Lagosta White (Vinho Verde),"This relatively dry style is crisp, fresh and acidic. The name “Lagosta” means “lobster,” and this would be a great seafood accompaniment. Imported by Admiral Wine Imports.",Roger Voss,7.0,Lagosta,Portuguese White,"Vinho Verde, Portugal",Caves Dom Teodosio,,750ML,White,Admiral Wine Merchants,7/1/2006,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/louis-roederer-2004-rose-brut-champagne-109685/,94.0,Louis Roederer 2004 Rosé Brut  (Champagne),"A beautiful orange pink-colored wine. Young and fresh, it has great depth of raspberry and red fruit flavors as well as a delicious summer fruit brightness and liveliness. A beautiful Champagne, that will repay some bottle aging.",Roger Voss,67.0,Rosé Brut,"Champagne Blend, Sparkling","Champagne, Champagne, France",Louis Roederer,12%,750 ml,Sparkling,Maisons Marques & Domaines USA,12/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/covington-2009-cabernet-franc-columbia-valley-wa/,88.0,Covington 2009 Cabernet Franc (Columbia Valley (WA)),"This pure Cabernet Franc is bursting with black cherry and chocolate goodness. There are streaks of smoke and light charcoal, giving this medium-bodied wine more heft and a strong finish.",Paul Gregutt,35.0,,Cabernet Franc,"Columbia Valley (WA), Columbia Valley, Washington, US",Covington,14.3%,750 ml,Red,,9/1/2012,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/joseph-swan-2006-mancini-ranch-zinfandel-sonoma-russian-river-valley/,90.0,Joseph Swan Vineyards 2006 Mancini Ranch Zinfandel (Russian River Valley),"At nearly five years of age, this wine tastes like it was just bottled. It's still juicy and fresh in raspberries, cherries and spices, with a sweet, clean finish. A pretty, polished and complex wine to drink now and over the next 6–8 years.",,26.0,Mancini Ranch,Zinfandel,"Russian River Valley, Sonoma, California, US",Joseph Swan Vineyards,14.9%,750 ml,Red,,8/1/2011,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/arista-2004-toboni-vineyard-pinot-noir-sonoma-russian-river-valley/,84.0,Arista 2004 Toboni Vineyard Pinot Noir (Russian River Valley),"I admire the evident intentions here, to avoid overripeness and produce a more elegant Pinot Noir. While it's a good Pinot, with a nice silkiness, the wine is just too dry and acidic, with a green, minty streak that barely suggests cola and cherries.",,54.0,Toboni Vineyard,Pinot Noir,"Russian River Valley, Sonoma, California, US",Arista,14.5%,750ML,Red,,2/1/2007,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/rockburn-2006-unoaked-chardonnay-central-otago/,88.0,Rockburn 2006 Unoaked Chardonnay (Central Otago),"This ample-bodied wine boasts appealing buttered apple and citrus flavors to go with subtle touches of cinnamon and clove. Despite being unoaked, it shows plenty of weight and a fair amount of complexity; the only drawback is a touch of warmth on the finish.",Joe Czerwinski,23.0,Unoaked,Chardonnay,"Central Otago, New Zealand",Rockburn,14.5%,750 ml,White,L & R Imports LLC,5/1/2008,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/m-chapoutier-2007-belleruche-white-cotes/,86.0,M. Chapoutier 2007 Belleruche White (Côtes du Rhône),"This is a fresh, fruit-driven white loaded with pineapple and pear aromas and flavors. It's medium bodied, making it suitable for pairing with a wide array of dishes, and finishes crisp and clean.",Joe Czerwinski,13.0,Belleruche,Rhône-style White Blend,"Côtes du Rhône, Rhône Valley, France",M. Chapoutier,13.5%,750 ml,White,Terlato Wines International,4/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/matanzas-creek-2013-sauvignon-blanc-sonoma-bennett-valley/,90.0,Matanzas Creek 2013 Sauvignon Blanc (Bennett Valley),"This appellation remains a standout for the variety, as evidenced by this 100% varietal wine that's mouthwatering in stone fruit and cantaloupe flavors. The aromatics center around pretty jasmine and lime zest aromas, while the palate is structured, crisp and fruity, all in good measure.",Virginie Boone,32.0,,Sauvignon Blanc,"Bennett Valley, Sonoma, California, US",Matanzas Creek,14.5%,750 ml,White,,11/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/siesta-wines-2010-cabernet-sauvignon-mendoza/,90.0,Siesta Wines 2010 Cabernet Sauvignon (Mendoza),"This firm and dark Cabernet features notes of charcoal, smoke and plenty of berry on the bouquet. Clampy tannins and staunch acidity make for a lively, structured palate, with a saturated berry flavor and a vanilla shading. It is ripe and modern, providing proof that Argentina can make excellent Cabernet in addition to Malbec.",Michael Schachner,25.0,,Cabernet Sauvignon,"Mendoza, Mendoza Province, Argentina",Siesta Wines,13.8%,750 ml,Red,Vineyard Brands,12/31/2012,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/steele-1999-durell-vineyard-pinot-noir-napa-sonoma-carneros/,88.0,Steele 1999 Durell Vineyard Pinot Noir (Carneros),". “Overblown,” “full-throttle” and “juice-ball” are three words tasters used to describe this wine. But no one said it wasn't tasty. The black cherry flavors are almost overripe, but they are undeniably deep. Tons of spicy oak complements the fruit, adding to its almost Port-like quality.",,28.0,Durell Vineyard,Pinot Noir,"Carneros, Napa-Sonoma, California, US",Steele,13%,750ML,Red,,10/1/2002,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/wattle-creek-2009-cabernet-sauvignon-sonoma-alexander-valley/,91.0,Wattle Creek 2009 Cabernet Sauvignon (Alexander Valley),"This is classic Alexander Valley Cabernet Sauvignon—in an old-fashioned way. That's not a back-handed compliment, it's a testimony to the wine's dryness and herbaceousness, and the soft quality of its tannins. The blackberry, olive and cedar flavors are delicious, and the wine will develop bottle complexity over the next 10 years or so.",,42.0,,Cabernet Sauvignon,"Alexander Valley, Sonoma, California, US",Wattle Creek,14.6%,750 ml,Red,,10/1/2012,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/fox-creek-2005-sauvignon-blanc-mclaren-vale/,87.0,Fox Creek 2005 Sauvignon Blanc (McLaren Vale),"Shows pear and citrus flavors, with a soft, minerally edge. Fresh and clean, and just the thing for summertime, al fresco meals.",,13.0,,Sauvignon Blanc,"McLaren Vale, South Australia, Australia",Fox Creek,13%,750ML,White,Vineyard Brands,10/1/2006,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/obrigado-2014-nortico-albarino-alvarinho-minho/,88.0,Obrigado 2014 Nortico Alvarinho (Minho),"This is a bright, crisply fruity wine. With its lemon and grapefruit flavors, it is full of intense acidity. It will soften out over the next year—less intense while richer and smoother. Drink this wine now for its freshness or wait until 2016 for a more complex character.",Roger Voss,14.0,Nortico,"Alvarinho, Albariño","Minho, Portugal",Obrigado,12%,750 ml,White,Obrigado Vinhos Portugal,10/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/gunter-triebaumer-2006-trie-red-burgenland/,86.0,Gunter Triebaumer 2006 Trie Red (Burgenland),"“Open, pour, drink” is the message behind Trie, also a blend of 3 grapes. It's lively, fresh, almost Beaujolais-like in its juicy, fruity, red berry character. Ripe, soft, just a hint of spice.",Roger Voss,15.0,Trie,"Red Blends, Red Blends","Burgenland, Austria",Gunter Triebaumer,13%,750 ml,Red,Magellan Wine Imports,8/1/2008,Not rated yet [Add Your Review]
